,index,Name,Rating,Num Reviews,Address,Marquee,Distribution,Cost,Tags,Zip Code,Neighborhood
3316,3317,Angel City Deli Soul Food & BBQ,3.0,1,"12521 Renton Ave S Suite C, Seattle, WA 98178-3710","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Cajun & CreoleBarbecue,98178,Other
3317,3318,Panda Master,3.5,2,"4500 9th Ave NE Suite 200, Seattle, WA 98105-4762","#2,034 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,,98105,University District
3318,3319,Taco Del Mar,3.0,1,"908 Stewart St, Seattle, WA 98101","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98101,Downtown
3319,3320,Mini... The Dough-Nut,3.0,1,"21925 Marine View Dr S, Seattle, WA 98198-6159","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98198,Other
3320,3321,Brother Barrel,3.0,1,"12535 Lake City Way NE, Seattle, WA 98125-4424","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,AmericanBrew PubLatinSpanish,98125,Northgate
3321,3322,Delridge Deli,3.0,1,"3861 Delridge Way SW, Seattle, WA 98106-1133","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Deli,98106,Other
3324,3325,Soulful Dishes,3.0,1,"1800 East Yesler Way, Seattle, WA 98122","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98122,Capitol Hill
3327,3328,Subway,3.0,1,"2338 Rainier Ave South, Seattle, WA 98144","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,AmericanDeli,98144,Other
3328,3329,7-Eleven,3.0,1,"819 Virginia St, Seattle, WA 98101-4421","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98101,Downtown
3329,3330,Caliburger,3.0,1,"400 Pine St Westlake Center, Seattle, WA 98101-3625","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98101,Downtown
3330,3331,McDonald's,3.0,1,"5400 14th Ave NW, Seattle, WA 98107","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98107,Ballard
3331,3332,Jamba Juice,3.0,1,"2690 NE 49th St University Village, Seattle, WA 98105-5010","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98105,University District
3332,3333,Sub Shop 9,3.0,1,"6058 California Ave SW, Seattle, WA 98136-1613","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98136,Other
3333,3334,Chinese Express,3.0,1,"2445 4th Ave S Ste 108, Seattle, WA 98134-1939","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Chinese,98134,Other
3334,3335,Happy Lamb Hot Pot,3.0,1,"609 S Weller St, Seattle, WA 98104-2924","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Chinese,98104,Chinatown
3337,3338,7-Eleven,3.0,1,"3200 NW 54th St, Seattle, WA 98107-3308","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98107,Ballard
3338,3339,Rice-N-Roll,3.0,3,"214 Madison St, Seattle, WA 98104-3638","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 3, 0, 0]",,,98104,Chinatown
3340,3341,Godiva Chocolatier,3.0,1,"555 Southcenter Mall, Seattle, WA 98188-2838","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98188,Other
3341,3342,Magic Dragon Restaurant,3.0,1,"3820 Rainier Ave S, Seattle, WA 98118-1159","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98118,Other
3342,3343,Rachel's Ginger Beer,3.0,1,"1610 12th Ave, Seattle, WA 98122-2567","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98122,Capitol Hill
3343,3344,Cashew Thai Cuisine,3.0,1,"517 Queen Anne Ave N, Seattle, WA, Seattle, WA 98109","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Thai,98109,Queen Anne/South Lake Union
3346,3347,Hummingbird Saloon,3.0,1,"5041 Rainier Ave S Ste 103, Seattle, WA 98118-1946","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98118,Other
3347,3348,Soprano's Pizza Lake City,3.0,1,"11754 15th Ave NE Atrium Square, Seattle, WA 98125-5026","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",$$ - $$$,ItalianPizza,98125,Northgate
3348,3349,Isarn Thai Soul Kitchen,3.0,1,"2125 Queen Anne Avenue North, Seattle, WA 98109","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Thai,98109,Queen Anne/South Lake Union
3350,3351,Shinya Shokudo,3.0,6,"2401 3rd Ave #1211, Seattle, WA 98121-2195","#2,063 of 2,182 Restaurants in Seattle","[0, 2, 2, 2, 0]",,JapaneseAsian,98121,Belltown
3356,3357,The Backdoor,4.0,1,"462 N 36th St, Seattle, WA 98103-8631",#66 of 69 Bars & Pubs in Seattle,"[0, 1, 0, 0, 0]",,PubGastropub,98103,Fremont/Wallingford
3358,3359,Gim Wah Restaurant,3.0,2,"3418 W McGraw St, Seattle, WA 98199-3212","#2,065 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,Chinese,98199,Other
3359,3360,7-Eleven,3.0,2,"627 1st Ave, Seattle, WA 98104-2209","#2,066 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,,98104,Chinatown
3361,3362,Pho Shizzle,3.0,3,"4235 University Way NE, Seattle, WA 98105-5806","#2,067 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 1]",,,98105,University District
3362,3363,Wendy's,3.0,6,"5315 15th Avenue Nw, Seattle, WA 98107","#2,068 of 2,182 Restaurants in Seattle","[1, 1, 0, 1, 2]",,,98107,Ballard
3364,3365,Retreat,3.0,9,"6900 E Green Lake Way N, Seattle, WA 98115-5480","#2,069 of 2,182 Restaurants in Seattle","[4, 1, 0, 1, 3]",,Cafe,98115,Other
3365,3366,Wing Dome,3.0,2,"305 Harrison St, Seattle, WA 98109-4623","#2,070 of 2,182 Restaurants in Seattle","[0, 1, 0, 1, 0]",$$ - $$$,AmericanBarPub,98109,Queen Anne/South Lake Union
3366,3367,Haidilao Hot Pot,3.0,2,"600 Pine St, Seattle, WA 98101 Suite 355, Seattle, WA 98101","#2,071 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,AsianKorean,98101,Downtown
3368,3369,Green House Korean Restaurant,3.0,5,"4106 Brooklyn Ave NE, Seattle, WA 98105-6272","#2,072 of 2,182 Restaurants in Seattle","[0, 1, 2, 1, 0]",$$ - $$$,AsianKorean,98105,University District
3369,3370,Cowgirls Inc. American Saloon,3.0,32,"421 1st Ave S, Seattle, WA 98104-2801","#2,073 of 2,182 Restaurants in Seattle","[7, 4, 8, 5, 5]",$$ - $$$,AmericanBarPub,98104,Chinatown
3372,3373,Thao Thanh Restaurant,2.5,2,"6012 Martin Luther King Jr Way S, Seattle, WA 98118-3142","#2,074 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,Vietnamese,98118,Other
3375,3376,The Habit Burger Grill,3.0,4,"3501 SW Avalon Way, Seattle, WA 98126-2637","#2,075 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 1]",$,American,98126,Other
3376,3377,Mint and Olives,3.0,3,"8 W Mercer St, Seattle, WA 98119-3929","#2,076 of 2,182 Restaurants in Seattle","[0, 1, 1, 1, 0]",,,98119,Other
3379,3380,Haymaker Eastlake,3.0,2,"1903 Yale Pl E, Seattle, WA 98102-3680","#2,077 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,,98102,Capitol Hill
3380,3381,Wendy's,3.0,3,"2543 Rainier Ave., Seattle, WA 98144","#2,078 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 0]",,,98144,Other
3382,3383,Cafe Fiore,3.0,5,"3125 NW 85th St, Seattle, WA 98117-3930","#2,079 of 2,182 Restaurants in Seattle","[1, 1, 1, 1, 1]",,,98117,Other
3383,3384,Davids & Co,3.0,12,"200 University St Benaroya Hall, Seattle, WA 98101-3428","#2,080 of 2,182 Restaurants in Seattle","[1, 5, 1, 2, 2]",,,98101,Downtown
3384,3385,Qin Xi'an Noodles,3.0,4,"1203 Pine St, Seattle, WA 98101-1931","#2,081 of 2,182 Restaurants in Seattle","[1, 0, 1, 2, 0]",$$ - $$$,Asian,98101,Downtown
3386,3387,Himitsu Teriyaki,3.0,2,"8014 Lake City Way NE, Seattle, WA 98115-4342","#2,082 of 2,182 Restaurants in Seattle","[0, 1, 0, 1, 0]",,,98115,Other
3388,3389,Sandella's Flatbread Seattle Pacific University,2.5,2,"3310 3rd Ave W, Seattle, WA 98119-1939","#2,084 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,,98119,Other
3389,3390,Wing Dome,3.0,5,"1201 Alaskan Way Suite 101, Seattle, WA 98101-3449","#2,085 of 2,182 Restaurants in Seattle","[1, 1, 1, 0, 2]",$$ - $$$,AmericanBarPub,98101,Downtown
3390,3391,Donut Factory,3.0,3,"4336 Roosevelt Way NE, Seattle, WA 98105-4764",#111 of 112 Desserts in Seattle,"[0, 1, 0, 0, 1]",,Dessert,98105,University District
3391,3392,Wingstop,3.5,3,"2600 SW Barton St, Ste B8 Suite B8, Seattle, WA 98126","#2,086 of 2,182 Restaurants in Seattle","[2, 0, 0, 0, 1]",,American,98126,Other
3392,3393,Time Bistro,3.0,2,"4537B University Way NE Target, Seattle, WA 98105-4510","#2,087 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,Vietnamese,98105,University District
3395,3396,WingZone,2.0,1,"5042 Roosevelt Way NE, Seattle, WA 98105-3611","#2,088 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,American,98105,University District
3396,3397,Hillside Bar,3.0,2,"1520 E Olive Way, Seattle, WA 98122-2130","#2,089 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,,98122,Capitol Hill
3398,3399,Starbucks,3.0,3,"2921 Martin Luther King Jr Way S, Seattle, WA 98144-6005",#223 of 225 Coffee & Tea in Seattle,"[1, 0, 1, 0, 1]",,AmericanCafe,98144,Other
3399,3400,A Pizza Mart,3.0,5,"1823 Terry Ave Ste 102, Seattle, WA 98101-2423","#2,090 of 2,182 Restaurants in Seattle","[0, 2, 1, 1, 1]",,,98101,Downtown
3400,3401,Domino's Pizza,3.0,5,"1427 Broadway, Seattle, WA 98122","#2,091 of 2,182 Restaurants in Seattle","[1, 1, 1, 0, 2]",,,98122,Capitol Hill
3402,3403,Pho Vietnam,2.5,3,"7040 15th Ave NW, Seattle, WA 98117-5501","#2,092 of 2,182 Restaurants in Seattle","[0, 0, 2, 0, 1]",,ChineseVietnamese,98117,Other
3403,3404,Oak Tree Teriyaki,3.0,4,"10002 Aurora Ave N Ste 40, Seattle, WA 98133-9347","#2,093 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 1]",,,98133,Bitter Lake
3404,3405,Burger King,2.0,1,"3301 Fourth Ave South, Seattle, WA 98134","#2,094 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,,98134,Other
3405,3406,Deli Shez Cafe,2.5,3,"318 Blanchard St, Seattle, WA 98121-2027","#2,095 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 1]",,,98121,Belltown
3406,3407,Toshio's Teriyaki,3.0,6,"1706 Rainier Avenue South, Seattle, WA 98144","#2,096 of 2,182 Restaurants in Seattle","[1, 3, 0, 0, 2]",$,Japanese,98144,Other
3409,3410,LTD Bar and Grill,3.0,4,"309 N 36th St, Seattle, WA 98103-8662","#2,098 of 2,182 Restaurants in Seattle","[1, 0, 1, 1, 1]",$$ - $$$,AmericanPubGastropub,98103,Fremont/Wallingford
3410,3411,Breezy Town Pizza,3.0,5,"4864 Beacon Ave S, Seattle, WA 98108-1501","#2,099 of 2,182 Restaurants in Seattle","[2, 0, 0, 2, 1]",,Pizza,98108,Other
3411,3412,Jack in the Box,2.5,2,"5903 1st Ave S, Seattle, WA 98108","#2,100 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,MexicanAmericanFast Food,98108,Other
3413,3414,Souvanny's Tavern,2.5,2,"9501 Rainier Ave S, Seattle, WA 98118-6018","#2,101 of 2,182 Restaurants in Seattle","[0, 0, 1, 1, 0]",,Pub,98118,Other
3414,3415,Seattle Pizza and Bar,3.0,6,"2801 Western Ave E, Seattle, WA 98121",#67 of 69 Bars & Pubs in Seattle,"[2, 1, 0, 0, 3]",,BarPizzaPub,98121,Belltown
3415,3416,Loxicha,2.0,1,"11552 15th Ave NE, Seattle, WA 98125-6322","#2,103 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,,98125,Northgate
3416,3417,Taco Del Mar,2.5,3,"11016 8th Ave NE, Seattle, WA 98125","#2,104 of 2,182 Restaurants in Seattle","[0, 0, 2, 1, 0]",,Mexican,98125,Northgate
3417,3418,Genghis Khan Restaurant,3.0,39,"1422 1st Ave, Seattle, WA 98101-2004","#2,105 of 2,182 Restaurants in Seattle","[6, 6, 12, 6, 8]",$$ - $$$,ChineseAsianContemporary,98101,Downtown
3418,3419,China Dragon Restaurant,2.5,3,"10119 Aurora Ave N, Seattle, WA 98133-9330","#2,106 of 2,182 Restaurants in Seattle","[0, 0, 2, 0, 1]",,Chinese,98133,Bitter Lake
3420,3421,Fitzgerald's Sports Bar,3.0,5,"5811 24th Ave NW Ste 370, Seattle, WA 98107-3205","#2,107 of 2,182 Restaurants in Seattle","[1, 1, 1, 0, 2]",,,98107,Ballard
3421,3422,South Lake Kitchen + Bar,3.0,4,"2125 Terry Ave, Seattle, WA 98121-2709",#68 of 69 Bars & Pubs in Seattle,"[1, 1, 0, 0, 2]",,American,98121,Belltown
3422,3423,Jack in the Box,2.5,2,"12515 Aurora Ave N, Seattle, WA 98133","#2,109 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,MexicanAmericanFast Food,98133,Bitter Lake
3423,3424,Baranof Restaurant,3.0,12,"8549 Greenwood Ave N # ND, Seattle, WA 98103-3613","#2,110 of 2,182 Restaurants in Seattle","[2, 5, 1, 1, 3]",$,American,98103,Fremont/Wallingford
3424,3425,Villa Italian Kitchen,2.5,2,"2800 Southcenter Mall Suite Fc4, Seattle, WA 98188","#2,111 of 2,182 Restaurants in Seattle","[0, 0, 1, 1, 0]",,,98188,Other
3425,3426,Diva Espresso,3.0,7,"502 9th Ave, Seattle, WA 98104-2100",#224 of 225 Coffee & Tea in Seattle,"[1, 3, 0, 0, 3]",,Cafe,98104,Chinatown
3426,3427,Vine And Spoon,2.0,1,"4706 California Ave SW, Seattle, WA 98116-4413","#2,112 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",$$$$,AmericanSteakhouseSeafood,98116,Other
3427,3428,Caffe Vita,3.0,2,"S Washington St, Seattle, WA","#2,113 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,Cafe,,Other
3428,3429,Pono Ranch,3.0,15,"4502 Shilshoe, Seattle, WA","#2,114 of 2,182 Restaurants in Seattle","[2, 4, 2, 4, 3]",$$ - $$$,BarPub,,Other
3430,3431,Zeeks Pizza,3.0,2,"1830 E Mercer St, Seattle, WA 98112-4791","#2,116 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",$$ - $$$,ItalianPizza,98112,Capitol Hill
3432,3433,Taco Bell,2.5,2,"5918 15th Avenue NW, Seattle, WA 98107","#2,118 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,Mexican,98107,Ballard
3433,3434,Denny's,2.5,4,"14821 First Ave. South, Seattle, WA 98168","#2,119 of 2,182 Restaurants in Seattle","[0, 2, 0, 0, 2]",,American,98168,Other
3435,3436,Popeyes Louisiana Kitchen,2.5,3,"1520 Sw 100th Street, Seattle, WA 98146","#2,120 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 1]",$,Fast Food,98146,Other
3436,3437,World Wrapps,2.5,4,"601 Union St Ste 222, Seattle, WA 98101-4077","#2,121 of 2,182 Restaurants in Seattle","[0, 1, 0, 2, 1]",$$ - $$$,International,98101,Downtown
3440,3441,663 Bistro,3.0,13,"663 S Weller St, Seattle, WA 98104-2944","#2,122 of 2,182 Restaurants in Seattle","[2, 6, 1, 1, 3]",$,ChineseAsianCantonese,98104,Chinatown
3441,3442,King Dome Deli,2.5,7,"422 2nd Ave S, Seattle, WA 98104-2871","#2,123 of 2,182 Restaurants in Seattle","[0, 1, 2, 3, 0]",,,98104,Chinatown
3443,3444,Emerald City Smoothies,2.0,1,"13244 Aurora Ave N, Seattle, WA 98133-7509",#112 of 112 Desserts in Seattle,"[0, 0, 0, 1, 0]",,DessertCafeHealthy,98133,Bitter Lake
3444,3445,Light Sleeper,3.5,3,"1424 11th Ave Suite D, Seattle, WA 98122-4269","#2,124 of 2,182 Restaurants in Seattle","[1, 0, 1, 1, 0]",,Wine Bar,98122,Capitol Hill
3446,3447,Kyoto Teriyaki,2.5,4,"803 E Pike St, Seattle, WA 98122-3814","#2,125 of 2,182 Restaurants in Seattle","[0, 0, 2, 1, 0]",,Sushi,98122,Capitol Hill
3447,3448,Taco Time NW,2.0,2,"11701 Lake City Way, Seattle, WA 98125","#2,126 of 2,182 Restaurants in Seattle","[0, 0, 0, 2, 0]",,Mexican,98125,Northgate
3448,3449,Yangguofu Ygf Malatang,2.0,1,"4730 University Way NE Suite #103, Seattle, WA 98105-4424","#2,127 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,Chinese,98105,University District
3449,3450,McDonald's,2.5,4,"5146 25th Ave NE, Seattle, WA 98105","#2,128 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 1]",,,98105,University District
3450,3451,Mama Mia's Pizza,2.5,8,"5301 Roosevelt Way NE, Seattle, WA 98105-3628","#2,129 of 2,182 Restaurants in Seattle","[2, 0, 1, 3, 2]",,Pizza,98105,University District
3452,3453,Sisi Kay Thai Eatery,2.5,2,"1612 N 45th St, Seattle, WA 98103-6702","#2,130 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,,98103,Fremont/Wallingford
3453,3454,Poke Cafe,2.5,3,"334 NE Northgate Way, Seattle, WA 98125-6047","#2,131 of 2,182 Restaurants in Seattle","[1, 0, 0, 1, 1]",,,98125,Northgate
3454,3455,Thai of Wedgewood,3.0,10,"7520 35th Ave NE Ste 3, Seattle, WA 98115-4800","#2,132 of 2,182 Restaurants in Seattle","[0, 4, 2, 3, 1]",$$ - $$$,Thai,98115,Other
3455,3456,Taco Bell,2.0,3,"3820 Rainier Ave S, Seattle, WA 98118-1159","#2,133 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 2]",,Mexican,98118,Other
3456,3457,Mimosa cafe seattle wa,3.5,3,"621 3rd Ave, Seattle, WA 98104-1806","#2,134 of 2,182 Restaurants in Seattle","[1, 1, 0, 0, 1]",,,98104,Chinatown
3457,3458,Mountain Room Bar,3.0,20,"Seatac Airport Concourse A, Seattle, WA","#2,135 of 2,182 Restaurants in Seattle","[1, 7, 5, 1, 6]",$$ - $$$,BarPub,,Other
3459,3460,Man vs Fries,2.0,1,"802 Pine St, Seattle, WA 98101-2846","#2,136 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,,98101,Downtown
3460,3461,Rickshaw Restaurant and Lounge,2.0,9,"322 N 105th St, Seattle, WA 98133-8706","#2,137 of 2,182 Restaurants in Seattle","[0, 2, 2, 1, 4]",,ChineseAmerican,98133,Bitter Lake
3461,3462,Subway Greenlake,2.0,2,"6850 E Green Lake Way N Ste 102, Seattle, WA 98115-5412","#2,138 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 1]",,,98115,Other
3462,3463,Nasai Teriyaki,2.5,11,"4305 1/2 University Way NE, Seattle, WA 98105-5808","#2,139 of 2,182 Restaurants in Seattle","[0, 2, 4, 1, 3]",$,Japanese,98105,University District
3463,3464,Supreme,2.0,1,"4529 University Way NE, Seattle, WA 98105-4510","#2,140 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,,98105,University District
3465,3466,Uptown Espresso West Seattle,2.0,1,"4301 SW Edmunds St, Seattle, WA 98116","#2,141 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,,98116,Other
3466,3467,McDonald's,2.5,5,"3003 California Ave SW, Seattle, WA 98116","#2,142 of 2,182 Restaurants in Seattle","[0, 0, 1, 2, 1]",,,98116,Other
3467,3468,Shodai Restaurant,3.0,4,"1123 Martin Luther King Jr Way, Seattle, WA 98122-5051","#2,143 of 2,182 Restaurants in Seattle","[0, 2, 1, 0, 1]",,,98122,Capitol Hill
3468,3469,Rendezvous,3.0,8,"2322 2nd Ave, Seattle, WA 98121-1710","#2,144 of 2,182 Restaurants in Seattle","[1, 1, 4, 0, 2]",$,BarPub,98121,Belltown
3469,3470,Captain Blacks,3.0,5,"129 Belmont Ave E, Seattle, WA 98102-5602","#2,145 of 2,182 Restaurants in Seattle","[1, 1, 1, 0, 2]",,,98102,Capitol Hill
3470,3471,Gretchen's Place,2.5,7,"5432 Sand Point Way NE, Seattle, WA 98105-2941",#225 of 225 Coffee & Tea in Seattle,"[0, 3, 0, 1, 2]",,,98105,University District
3472,3473,The Sunnydale,1.0,1,"14404 Des Moines Memorial Dr S, Seattle, WA 98168-3721",#69 of 69 Bars & Pubs in Seattle,"[0, 0, 0, 0, 1]",,BarPub,98168,Other
3473,3474,Subway,2.5,3,"1414 Third Avenue, Seattle, WA 98101","#2,146 of 2,182 Restaurants in Seattle","[0, 0, 2, 0, 1]",,AmericanDeli,98101,Downtown
3474,3475,McDonald's,2.5,3,"2401 4th Ave S, Seattle, WA 98134","#2,147 of 2,182 Restaurants in Seattle","[0, 0, 2, 0, 1]",,,98134,Other
3475,3476,Bread and Circuses,2.5,2,"4660 Ohio Ave S, Seattle, WA 98134-2360","#2,148 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,,98134,Other
3476,3477,Tarasco Mexican Restaurant,3.0,5,"1452 NW 70th St, Seattle, WA 98117-5359","#2,149 of 2,182 Restaurants in Seattle","[0, 1, 3, 0, 1]",$$ - $$$,Mexican,98117,Other
3478,3479,Jasmine's Grill & Bar,1.0,1,"1043 S Jackson St Ste 101B, Seattle, WA 98104-3029","#2,150 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,,98104,Chinatown
3479,3480,Poindexter Coffee,2.5,4,"4507 Brooklyn Avenue N.E., Seattle, WA 98105","#2,151 of 2,182 Restaurants in Seattle","[0, 1, 1, 1, 0]",,Cafe,98105,University District
3480,3481,Shandong Bao House,1.0,1,"10008 Aurora Avenue North, Seattle, WA 98133","#2,152 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,,98133,Bitter Lake
3481,3482,Jack in the Box,2.0,3,"1907 4th Ave S, Seattle, WA 98134","#2,153 of 2,182 Restaurants in Seattle","[0, 0, 1, 1, 1]",,MexicanAmericanFast Food,98134,Other
3483,3484,WOK,3.0,8,"305 Harrison St, Seattle, WA 98109-4623","#2,154 of 2,182 Restaurants in Seattle","[1, 1, 3, 1, 1]",,Chinese,98109,Queen Anne/South Lake Union
3484,3485,Blue Water Taco Grill,2.5,5,"1213 Madison St, Seattle, WA 98104-1336","#2,155 of 2,182 Restaurants in Seattle","[1, 1, 0, 0, 3]",,Mexican,98104,Chinatown
3486,3487,Shake Shack,2.5,3,"2580 NE University Village Street, Seattle, WA 98105","#2,156 of 2,182 Restaurants in Seattle","[0, 1, 0, 1, 1]",,American,98105,University District
3487,3488,McDonald's,2.5,6,"9610 Des Moines Memorial Dr S, Seattle, WA 98108","#2,157 of 2,182 Restaurants in Seattle","[0, 0, 0, 2, 1]",,,98108,Other
3489,3490,Red Pepper,2.5,7,"4545 University Way NE, Seattle, WA 98105-4510","#2,158 of 2,182 Restaurants in Seattle","[1, 1, 1, 1, 3]",,Chinese,98105,University District
3491,3492,BBQ Chicken,2.0,4,"4525 University Way NE, Seattle, WA 98105-4510","#2,159 of 2,182 Restaurants in Seattle","[0, 0, 2, 0, 2]",$$ - $$$,Barbecue,98105,University District
3492,3493,Alki Mail Dispatch,2.5,2,"4701 SW Admiral Way, Seattle, WA 98116-2270","#2,160 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,Cafe,98116,Other
3493,3494,Good Guys Pizza,2.5,8,"10330 Aurora Ave N, Seattle, WA 98133-9228","#2,161 of 2,182 Restaurants in Seattle","[1, 2, 1, 0, 4]",,Pizza,98133,Bitter Lake
3494,3495,Pei Wei,2.5,8,"17801 International Blvd, Seattle, WA 98158-1202","#2,162 of 2,182 Restaurants in Seattle","[1, 1, 2, 2, 2]",$,Chinese,98158,Other
3495,3496,Pizza Ragazzi,1.0,1,"3624 Leary Way NW, Seattle, WA 98107-4943","#2,163 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,,98107,Ballard
3499,3500,Ceviche Asadero & Cantina,2.0,2,"8515 14th Ave S, Seattle, WA 98108-4804","#2,165 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 1]",$$$$,MexicanSeafood,98108,Other
3502,3503,Called A Chicken,1.0,1,"4237 University Way NE, Seattle, WA 98105-5806","#2,166 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,,98105,University District
3503,3504,Bonjour Vietnam,1.0,1,"4509 California Ave SW Alaska Junction, Seattle, WA 98116-4110","#2,167 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,Vietnamese,98116,Other
3505,3506,Sialkot Grill Pizza 100% Halal,1.0,1,"12336 Lake City Way NE, Seattle, WA 98125-5402","#2,168 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 1]",,,98125,Northgate
3506,3507,Atmos Cafe,2.5,4,"400 Broad St Space Needle, Seattle, WA 98109-4607","#2,169 of 2,182 Restaurants in Seattle","[0, 2, 0, 0, 2]",,Cafe,98109,Queen Anne/South Lake Union
3508,3509,Teriyaki Plus,2.5,4,"2100 N Northgate Way, Seattle, WA 98133-9017","#2,171 of 2,182 Restaurants in Seattle","[0, 2, 0, 0, 2]",,Japanese,98133,Bitter Lake
3510,3511,Hounds Tooth Public House,2.0,3,"8551 Greenwood Ave N, Seattle, WA 98103-3662","#2,172 of 2,182 Restaurants in Seattle","[0, 0, 1, 1, 1]",,BarGrillPub,98103,Fremont/Wallingford
3511,3512,Yen Wor Village,2.0,13,"2300 California Ave SW, Seattle, WA 98116-2403","#2,173 of 2,182 Restaurants in Seattle","[1, 1, 3, 1, 7]",$$ - $$$,ChineseAsian,98116,Other
3512,3513,McDonald's,1.5,2,"2600 SW Barton St Ste L1, Seattle, WA 98126-3954","#2,174 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 1]",,,98126,Other
3513,3514,Walla Walla Farms Cafe and Catering,1.0,2,"601 Union St, Seattle, WA 98101-2341","#2,175 of 2,182 Restaurants in Seattle","[0, 0, 0, 0, 2]",,,98101,Downtown
3514,3515,Alberona's Pizza and Pasta,2.0,4,"3624 Leary Way NW, Seattle, WA 98107-4943","#2,176 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 3]",,,98107,Ballard
3515,3516,Mandarin Gate,2.5,11,"10000 Aurora Avenue North #14, Seattle, WA 98133","#2,177 of 2,182 Restaurants in Seattle","[0, 2, 3, 2, 4]",,ChineseAsian,98133,Bitter Lake
